display_name	mana_cost	mv	colors	type	power	toughness	keywords	printings	cube_elo	edhrec_rank	text
Cephalid Pathmage	{2}{U}	3	U	Creature — Octopus Wizard	1	2		LGN	1091.12679069998	22660	This creature can't be blocked. / {T}, Sacrifice this creature: Target creature can't be blocked this turn.
Dermoplasm	{2}{U}	3	U	Creature — Shapeshifter	1	1	Flying, Morph	LGN	1152.93901909774	26769	Flying / Morph {2}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, you may put a creature card with a morph ability from your hand onto the battlefield face up. If you do, return this creature to its owner's hand.
Disruptive Pitmage	{2}{U}	3	U	Creature — Human Wizard	1	1	Morph	ONS	1185.54963339861	17212	{T}: Counter target spell unless its controller pays {1}. / Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Fleeting Aven	{1}{U}{U}	3	U	Creature — Bird Wizard	2	2	Flying	ONS	1151.68243027487	30926	Flying / Whenever a player cycles a card, return this creature to its owner's hand.
Gempalm Sorcerer	{2}{U}	3	U	Creature — Human Wizard Sorcerer	2	2	Cycling	LGN	1062.93995438121	28077	Cycling {2}{U} ({2}{U}, Discard this card: Draw a card.) / When you cycle this card, Wizard creatures gain flying until end of turn.
Ghosthelm Courier	{2}{U}	3	U	Creature — Human Wizard	2	1		ONS	1135.48314492435	28137	You may choose not to untap this creature during your untap step. / {2}{U}, {T}: Target Wizard creature gets +2/+2 and has shroud for as long as this creature remains tapped. (It can't be the target of spells or abilities.)
Hydromorph Guardian	{2}{U}	3	U	Creature — Elemental	2	2		TOR	1064.98501274099	25859	{U}, Sacrifice this creature: Counter target spell that targets a creature you control.
Keeper of the Nine Gales	{2}{U}	3	U	Creature — Bird Wizard	1	2	Flying	LGN, PLST	1245.52189449296	10462	Flying / {T}, Tap two untapped Birds you control: Return target permanent to its owner's hand.
Mistform Dreamer	{2}{U}	3	U	Creature — Illusion	2	1	Flying	ONS	1129.57257265339	30085	Flying / {1}: This creature becomes the creature type of your choice until end of turn.
Mistform Wall	{2}{U}	3	U	Creature — Illusion Wall	1	4		ONS	1131.20424588666	28542	This creature has defender as long as it's a Wall. / {1}: This creature becomes the creature type of your choice until end of turn.
Mistform Warchief	{2}{U}	3	U	Creature — Illusion	1	3		SCG	1184.62250650007	19142	Creature spells you cast that share a creature type with this creature cost {1} less to cast. / {T}: This creature becomes the creature type of your choice until end of turn.
Patron Wizard	{U}{U}{U}	3	U	Creature — Human Wizard	2	2		ODY, PLST, SLD	1233.53936093551	10240	Tap an untapped Wizard you control: Counter target spell unless its controller pays {1}.
Raven Guild Initiate	{2}{U}	3	U	Creature — Human Wizard	1	4	Morph	SCG	1115.1098279536	29634	Morph—Return a Bird you control to its owner's hand. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Raven Guild Master	{1}{U}{U}	3	U	Creature — Human Wizard Mutant	1	1	Morph	SCG	1211.8260949077	21855	Whenever this creature deals combat damage to a player, that player exiles the top ten cards of their library. / Morph {2}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Riptide Entrancer	{1}{U}{U}	3	U	Creature — Human Wizard	1	1	Morph	ONS	1161.34910994333	17656	Whenever this creature deals combat damage to a player, you may sacrifice it. If you do, gain control of target creature that player controls. (This effect lasts indefinitely.) / Morph {U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Shifty Doppelganger	{2}{U}	3	U	Creature — Shapeshifter	1	1		ODY	1215.78230048749	27127	{3}{U}, Exile this creature: You may put a creature card from your hand onto the battlefield. If you do, that creature gains haste until end of turn. At the beginning of the next end step, sacrifice that creature. If you do, return this card to the battlefield.
Skywing Aven	{2}{U}	3	U	Creature — Bird Soldier	2	1	Flying	TOR, UMA, VMA	1105.20403106871	28055	Flying / Discard a card: Return this creature to its owner's hand.
Wormfang Turtle	{2}{U}	3	U	Creature — Nightmare Turtle Beast	2	4		JUD	1173.33967542706	23935	When this creature enters, exile a land you control. / When this creature leaves the battlefield, return the exiled card to the battlefield under its owner's control.
Aphetto Runecaster	{3}{U}	4	U	Creature — Human Wizard	2	3		SCG	1246.91823972618	15737	Whenever a permanent is turned face up, you may draw a card.
Ascending Aven	{2}{U}{U}	4	U	Creature — Bird Soldier	3	2	Flying, Morph	ONS	1171.4379445981	30606	Flying / This creature can block only creatures with flying. / Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Aven Fogbringer	{3}{U}	4	U	Creature — Bird Wizard	2	1	Flying	JUD	1241.01636313228	24238	Flying / When this creature enters, return target land to its owner's hand.
Aven Smokeweaver	{2}{U}{U}	4	U	Creature — Bird Soldier	2	3	Flying, Protection	ODY	1194.51618111875	28295	Flying, protection from red
Balshan Collaborator	{3}{U}	4	U	Creature — Bird Soldier	2	2	Flying	TOR	1138.99119034836	31240	Flying / {B}: This creature gets +1/+1 until end of turn.
Cephalid Retainer	{2}{U}{U}	4	U	Creature — Octopus	2	3		ODY	1178.78829867186	25666	{U}{U}: Tap target creature without flying.
Dreamwinder	{3}{U}	4	U	Creature — Serpent	4	3		ODY	1186.13224215346	29085	This creature can't attack unless defending player controls an Island. / {U}, Sacrifice an Island: Target land becomes an Island until end of turn.
Keeneye Aven	{3}{U}	4	U	Creature — Bird Soldier	2	3	Cycling, Flying	LGN, VMA	1152.66120682132	28147	Flying / Cycling {2} ({2}, Discard this card: Draw a card.)
Master of the Veil	{2}{U}{U}	4	U	Creature — Human Wizard	2	3	Morph	LGN	1113.33815918306	20380	Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, you may turn target creature with a morph ability face down.
Mercurial Kite	{3}{U}	4	U	Creature — Bird	2	2	Flying	SCG	1140.05115083219	29897	Flying / Whenever this creature deals combat damage to a creature, tap that creature. That creature doesn't untap during its controller's next untap step.
Mirror Wall	{3}{U}	4	U	Creature — Wall	3	4	Defender	JUD	1134.18011452034	28501	Defender (This creature can't attack.) / {W}: This creature can attack this turn as though it didn't have defender.
Mistform Seaswift	{3}{U}	4	U	Creature — Illusion	3	1	Flying, Morph	LGN	1101.50106149173	30181	Flying / {1}: This creature becomes the creature type of your choice until end of turn. / Morph {1}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Mistform Ultimus	{3}{U}	4	U	Legendary Creature — Illusion	3	3		LGN, TSB	1149.56255830297	23064	Mistform Ultimus is every creature type (even if this card isn't on the battlefield).
Nameless One	{3}{U}	4	U	Creature — Wizard Avatar	*	*	Morph	ONS	1126.18338026811	25153	Nameless One's power and toughness are each equal to the number of Wizards on the battlefield. / Morph {2}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Possessed Aven	{2}{U}{U}	4	U	Creature — Bird Soldier Horror	3	3	Flying, Threshold	TOR	1155.48630041974	29364	Flying / Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+1, is black, and has "{2}{B}, {T}: Destroy target blue creature."
Riptide Director	{2}{U}{U}	4	U	Creature — Human Wizard	2	3		LGN, PLST	1140.4506434282	18028	{2}{U}{U}, {T}: Draw a card for each Wizard you control.
Rummaging Wizard	{3}{U}	4	U	Creature — Human Wizard	2	2	Surveil	ONS	1192.3970565704	30648	{2}{U}: Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)
Thought Devourer	{2}{U}{U}	4	U	Creature — Beast	4	4	Flying	ODY	1159.87052216957	14720	Flying / Your maximum hand size is reduced by four.
Treetop Sentinel	{2}{U}{U}	4	U	Creature — Bird Soldier	2	3	Flying, Protection	ODY	1158.14611179336	29254	Flying, protection from green
Wormfang Crab	{3}{U}	4	U	Creature — Nightmare Crab	3	6		JUD	1127.58598187836	22210	This creature can't be blocked. / When this creature enters, an opponent chooses a permanent you control other than this creature and exiles it. / When this creature leaves the battlefield, return the exiled card to the battlefield under its owner's control.
Balshan Griffin	{3}{U}{U}	5	U	Creature — Griffin	3	2	Flying	ODY	1164.82159736523	31121	Flying / {1}{U}, Discard a card: Return this creature to its owner's hand.
Cephalid Aristocrat	{4}{U}	5	U	Creature — Octopus Noble	3	3	Mill	TOR	1167.61540546074	26582	Whenever this creature becomes the target of a spell or ability, mill two cards.
Covert Operative	{4}{U}	5	U	Creature — Human Wizard	3	2		LGN	1082.99142333464	28939	This creature can't be blocked.
Hydromorph Gull	{3}{U}{U}	5	U	Creature — Elemental Bird	3	3	Flying	TOR	1178.41263741148	27951	Flying / {U}, Sacrifice this creature: Counter target spell that targets a creature you control.
Ixidor, Reality Sculptor	{3}{U}{U}	5	U	Legendary Creature — Human Wizard	3	4		ONS, PLST	1198.7595436263	11106	Face-down creatures get +1/+1. / {2}{U}: Turn target face-down creature face up.
Mistform Shrieker	{3}{U}{U}	5	U	Creature — Illusion	3	3	Flying, Morph	ONS, PLST	1097.21682391278	30612	Flying / {1}: This creature becomes the creature type of your choice until end of turn. / Morph {3}{U}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Mistform Wakecaster	{4}{U}	5	U	Creature — Illusion	2	3	Flying	LGN	1117.87962831948	29378	Flying / {1}: This creature becomes the creature type of your choice until end of turn. / {2}{U}{U}, {T}: Choose a creature type. Each creature you control becomes that type until end of turn.
Pulsating Illusion	{4}{U}	5	U	Creature — Illusion	0	1	Flying	ODY	1180.89264805233	30485	Flying / Discard a card: This creature gets +4/+4 until end of turn. Activate only once each turn.
Riptide Chronologist	{3}{U}{U}	5	U	Creature — Human Wizard	1	3		ONS	1184.73929507059	27002	{U}, Sacrifice this creature: Untap all creatures of the creature type of your choice.
Riptide Shapeshifter	{3}{U}{U}	5	U	Creature — Shapeshifter	3	3		ONS	1151.57772906495	22295	{2}{U}{U}, Sacrifice this creature: Choose a creature type. Reveal cards from the top of your library until you reveal a creature card of that type. Put that card onto the battlefield and shuffle the rest into your library.
Supreme Inquisitor	{3}{U}{U}	5	U	Creature — Human Wizard	1	3		ONS	1141.9156061741	21913	Tap five untapped Wizards you control: Search target player's library for up to five cards and exile them. Then that player shuffles.
Warped Researcher	{4}{U}	5	U	Creature — Human Wizard Mutant	3	4		LGN	1078.63357210698	30916	Whenever a player cycles a card, this creature gains flying and shroud until end of turn. (It can't be the target of spells or abilities.)
Wormfang Behemoth	{3}{U}{U}	5	U	Creature — Nightmare Fish Beast	5	5		JUD	1140.02462305407	29010	When this creature enters, exile all cards from your hand. / When this creature leaves the battlefield, return the exiled cards to their owner's hand.
Aboshan, Cephalid Emperor	{4}{U}{U}	6	U	Legendary Creature — Octopus Noble	3	3		ODY, PLST	1135.93540158171	19304	Tap an untapped Octopus you control: Tap target permanent. / {U}{U}{U}: Tap all creatures without flying.
Crookclaw Elder	{5}{U}	6	U	Creature — Bird Wizard	3	2	Flying	LGN	1181.75120965386	16554	Flying / Tap two untapped Birds you control: Draw a card. / Tap two untapped Wizards you control: Target creature gains flying until end of turn.
Graxiplon	{5}{U}	6	U	Creature — Beast	3	4		ONS	1142.24583573111	30998	This creature can't be blocked unless defending player controls three or more creatures that share a creature type.
Mistform Mutant	{4}{U}{U}	6	U	Creature — Illusion Mutant	3	4		ONS	1157.50543252746	21957	{1}{U}: Choose a creature type other than Wall. Target creature becomes that type until end of turn.
Amugaba	{5}{U}{U}	7	U	Creature — Illusion	6	6	Flying	ODY	1127.57374840143	29683	Flying / {2}{U}, Discard a card: Return this creature to its owner's hand.
Mistform Skyreaver	{5}{U}{U}	7	U	Creature — Illusion	6	6	Flying	ONS	1138.64864067629	30471	Flying / {1}: This creature becomes the creature type of your choice until end of turn.
Primoc Escapee	{6}{U}	7	U	Creature — Bird Beast	4	4	Cycling, Flying	LGN	1236.41355111726	25337	Flying / Cycling {2} ({2}, Discard this card: Draw a card.)
Thundercloud Elemental	{5}{U}{U}	7	U	Creature — Elemental	3	4	Flying	SCG	1176.45855912152	29831	Flying / {3}{U}: Tap all creatures with toughness 2 or less. / {3}{U}: All other creatures lose flying until end of turn.
Weaver of Lies	{5}{U}{U}	7	U	Creature — Beast	4	4	Morph	LGN	1161.59691289538	18743	Morph {4}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, turn any number of target creatures with morph abilities other than this creature face down.
Wormfang Manta	{5}{U}{U}	7	U	Creature — Nightmare Fish Beast	6	1	Flying	JUD	1148.36929337681	22330	Flying / When this creature enters, you skip your next turn. / When this creature leaves the battlefield, you take an extra turn after this one.
Cognivore	{6}{U}{U}	8	U	Creature — Lhurgoyf	*	*	Flying	ODY	1159.05803916714	27033	Flying / Cognivore's power and toughness are each equal to the number of instant cards in all graveyards.
Scornful Egotist	{7}{U}	8	U	Creature — Human Wizard	1	1	Morph	SCG	1028.27110226807	27826	Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Psychatog	{1}{U}{B}	3	U, B	Creature — Atog	1	2		ODY, P05, PRM, VMA, WC02	1256.84508290491	18280	Discard a card: This creature gets +1/+1 until end of turn. / Exile two cards from your graveyard: This creature gets +1/+1 until end of turn.
Confessor	{W}	1	W	Creature — Human Cleric	1	1		ODY	1134.49429739045	18988	Whenever a player discards a card, you may gain 1 life.
Daru Mender	{W}	1	W	Creature — Human Cleric	1	1	Morph	LGN	1055.71819415943	27249	Morph {W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, regenerate target creature.
Dedicated Martyr	{W}	1	W	Creature — Human Cleric	1	1		ODY	1132.37631798276	28564	{W}, Sacrifice this creature: You gain 3 life.
Deftblade Elite	{W}	1	W	Creature — Human Soldier	1	1	Provoke	LGN, PLST, VMA	1146.2859752674	21961	Provoke (Whenever this creature attacks, you may have target creature defending player controls untap and block it if able.) / {1}{W}: Prevent all combat damage that would be dealt to and dealt by this creature this turn.
Devoted Caretaker	{W}	1	W	Creature — Human Cleric	1	2		ODY	1211.62464413197	17613	{W}, {T}: Target permanent you control gains protection from instant spells and from sorcery spells until end of turn.
Foothill Guide	{W}	1	W	Creature — Human Cleric	1	1	Morph, Protection	ONS	1079.09661088695	29606	Protection from Goblins / Morph {W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Frontline Strategist	{W}	1	W	Creature — Human Soldier	1	1	Morph	SCG	1080.56729091653	21232	Morph {W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, prevent all combat damage non-Soldier creatures would deal this turn.
Gustcloak Runner	{W}	1	W	Creature — Human Soldier	1	1		ONS	1070.41068563466	29069	Whenever this creature becomes blocked, you may untap it and remove it from combat.
Mystic Penitent	{W}	1	W	Creature — Human Nomad Mystic	1	1	Threshold, Vigilance	ODY	1130.74372567194	30097	Vigilance / Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+1 and has flying.
Nova Cleric	{W}	1	W	Creature — Human Cleric	1	2		ONS, PLST	1121.18983735023	21934	{2}{W}, {T}, Sacrifice this creature: Destroy all enchantments.
Planar Guide	{W}	1	W	Creature — Human Cleric	1	1		LGN	1138.24246267749	19387	{3}{W}, Exile this creature: Exile all creatures. At the beginning of the next end step, return those cards to the battlefield under their owners' control.
Plated Sliver	{W}	1	W	Creature — Sliver	1	1		LGN	1138.73214145623	16035	All Sliver creatures get +0/+1.
Tireless Tribe	{W}	1	W	Creature — Human Nomad	1	1		ODY, PLST	1165.98583177232	10459	Discard a card: This creature gets +0/+4 until end of turn.
Wall of Hope	{W}	1	W	Creature — Wall	0	3	Defender	LGN	1130.10960250647	13122	Defender (This creature can't attack.) / Whenever this creature is dealt damage, you gain that much life.
Aven Farseer	{1}{W}	2	W	Creature — Bird Soldier	1	1	Flying	SCG	1195.78115482859	29151	Flying / Whenever a permanent is turned face up, put a +1/+1 counter on this creature.
Battlefield Medic	{1}{W}	2	W	Creature — Human Cleric	1	1		ONS	1071.36739584873	23014	{T}: Prevent the next X damage that would be dealt to target creature this turn, where X is the number of Clerics on the battlefield.
Beacon of Destiny	{1}{W}	2	W	Creature — Human Cleric	1	3		LGN	1154.61134666616	26025	{T}: The next time a source of your choice would deal damage to you this turn, that damage is dealt to this creature instead.
Beloved Chaplain	{1}{W}	2	W	Creature — Human Cleric	1	1	Protection	ODY, PLST	1237.14664401973	17901	Protection from creatures
Catapult Squad	{1}{W}	2	W	Creature — Human Soldier	2	1		ONS	1173.27546223306	22899	Tap two untapped Soldiers you control: This creature deals 2 damage to target attacking or blocking creature.
Cloudreach Cavalry	{1}{W}	2	W	Creature — Human Soldier	1	1		LGN	1207.97308776059	29438	As long as you control a Bird, this creature gets +2/+2 and has flying.
Disciple of Grace	{1}{W}	2	W	Creature — Human Cleric	1	2	Cycling, Protection	ONS, USG	1122.87995788869	25352	Protection from black / Cycling {2} ({2}, Discard this card: Draw a card.)
Exiled Doomsayer	{1}{W}	2	W	Creature — Human Cleric	1	2		SCG	1198.72126368939	31076	All morph costs cost {2} more. (This doesn't affect the cost to cast creature spells face down.)
Mystic Familiar	{1}{W}	2	W	Creature — Bird	1	2	Flying, Threshold	TOR	1066.04751096275	27162	Flying / Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+1 and has protection from black.
Mystic Visionary	{1}{W}	2	W	Creature — Human Nomad Mystic	2	1	Threshold	ODY	1121.5537653123	31085	Threshold — This creature has flying as long as there are seven or more cards in your graveyard.
Patrol Hound	{1}{W}	2	W	Creature — Dog	2	2		ODY	1170.86481288928	25921	Discard a card: This creature gains first strike until end of turn.
Phantom Nomad	{1}{W}	2	W	Creature — Spirit Nomad	0	0		JUD, PSAL, VMA	1171.21853482629	25529	This creature enters with two +1/+1 counters on it. / If damage would be dealt to this creature, prevent that damage. Remove a +1/+1 counter from this creature.
Stoic Champion	{W}{W}	2	W	Creature — Human Soldier	2	2		LGN, VMA	1070.08981315122	29068	Whenever a player cycles a card, this creature gets +2/+2 until end of turn.
Sunstrike Legionnaire	{1}{W}	2	W	Creature — Human Soldier	1	2		LGN	1185.29885875664	16926	This creature doesn't untap during your untap step. / Whenever another creature enters, untap this creature. / {T}: Tap target creature with mana value 3 or less.
Trained Pronghorn	{1}{W}	2	W	Creature — Antelope	1	1		JUD	1125.59547418532	26728	Discard a card: Prevent all damage that would be dealt to this creature this turn.
Cantivore	{1}{W}{W}	3	W	Creature — Lhurgoyf	*	*	Vigilance	ODY	1049.34270905232	28591	Vigilance / Cantivore's power and toughness are each equal to the number of enchantment cards in all graveyards.
Daru Healer	{2}{W}	3	W	Creature — Human Cleric	1	2	Morph	ONS	1071.81368955029	30399	{T}: Prevent the next 1 damage that would be dealt to any target this turn. / Morph {W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Dawning Purist	{2}{W}	3	W	Creature — Human Cleric	2	2	Morph	ONS	1120.47966932819	26701	Whenever this creature deals combat damage to a player, you may destroy target enchantment that player controls. / Morph {1}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Dogged Hunter	{2}{W}	3	W	Creature — Human Nomad	1	1		ODY	1202.89238898029	29375	{T}: Destroy target creature token.
Glowrider	{2}{W}	3	W	Creature — Human Cleric	2	1		LGN	1189.59123779211	14759	Noncreature spells cost {1} more to cast.
Hallowed Healer	{2}{W}	3	W	Creature — Human Cleric	1	1	Threshold	ODY	1118.77475109951	28430	{T}: Prevent the next 2 damage that would be dealt to any target this turn. / Threshold — {T}: Prevent the next 4 damage that would be dealt to any target this turn. Activate only if there are seven or more cards in your graveyard.
Master Apothecary	{W}{W}{W}	3	W	Creature — Human Cleric	2	2		ODY	1085.49375443983	24471	Tap an untapped Cleric you control: Prevent the next 2 damage that would be dealt to any target this turn.
Militant Monk	{1}{W}{W}	3	W	Creature — Human Monk Cleric	2	1	Vigilance	TOR	1137.40161827546	30320	Vigilance / {T}: Prevent the next 1 damage that would be dealt to any target this turn.
Mystic Crusader	{1}{W}{W}	3	W	Creature — Human Nomad Mystic	2	1	Protection, Threshold	ODY	1238.91458471835	28902	Protection from black and from red / Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+1 and has flying.
Pearlspear Courier	{2}{W}	3	W	Creature — Human Soldier	2	1		ONS	1165.07560054797	30734	You may choose not to untap this creature during your untap step. / {2}{W}, {T}: Target Soldier creature gets +2/+2 and has vigilance for as long as this creature remains tapped.
Pilgrim of Justice	{2}{W}	3	W	Creature — Human Cleric	1	3	Protection	ODY	1157.9369679093	30472	Protection from red / {W}, Sacrifice this creature: The next time a red source of your choice would deal damage this turn, prevent that damage.
Pilgrim of Virtue	{2}{W}	3	W	Creature — Human Cleric	1	3	Protection	ODY	1207.64333278244	30133	Protection from black / {W}, Sacrifice this creature: The next time a black source of your choice would deal damage this turn, prevent that damage.
Pulsemage Advocate	{2}{W}	3	W	Creature — Human Cleric	1	3		JUD	1096.47165784728	15858	{T}: Return three target cards from an opponent's graveyard to their hand. Return target creature card from your graveyard to the battlefield.
Reborn Hero	{2}{W}	3	W	Creature — Human Soldier	2	2	Threshold, Vigilance	TOR	1135.714406386	30204	Vigilance / Threshold — As long as there are seven or more cards in your graveyard, this creature has "When this creature dies, you may pay {W}{W}. If you do, return this card to the battlefield under your control."
Shieldmage Advocate	{2}{W}	3	W	Creature — Human Cleric	1	3		JUD	1060.45564353342	20490	{T}: Return target card from an opponent's graveyard to their hand. Prevent all damage that would be dealt to any target this turn by a source of your choice.
Stern Judge	{2}{W}	3	W	Creature — Human Cleric	2	2		TOR	1164.59172812797	24373	{T}: Each player loses 1 life for each Swamp they control.
Whipgrass Entangler	{2}{W}	3	W	Creature — Human Cleric	1	3		LGN	1020.91246797245	24293	{1}{W}: Until end of turn, target creature gains "This creature can't attack or block unless its controller pays {1} for each Cleric on the battlefield."
Wingbeat Warrior	{2}{W}	3	W	Creature — Bird Soldier Warrior	2	1	Flying, Morph	LGN	1085.43739022279	30218	Flying / Morph {2}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, target creature gains first strike until end of turn.
Ageless Sentinels	{3}{W}	4	W	Creature — Wall	4	4	Defender, Flying	SCG	1119.9347521486	26464	Defender (This creature can't attack.) / Flying / When this creature blocks, it becomes a Bird Giant, and it loses defender. (It's no longer a Wall. This effect lasts indefinitely.)
Akroma's Devoted	{3}{W}	4	W	Creature — Human Cleric	2	4		LGN	1095.20861683229	21502	Cleric creatures have vigilance.
Aven Redeemer	{3}{W}	4	W	Creature — Bird Cleric	2	2	Flying	LGN	1145.44129556584	28559	Flying / {T}: Prevent the next 2 damage that would be dealt to any target this turn.
Aven Trooper	{3}{W}	4	W	Creature — Bird Soldier	1	1	Flying	TOR	1114.05566842476	30392	Flying / {2}{W}, Discard a card: This creature gets +1/+2 until end of turn.
Battlewise Aven	{3}{W}	4	W	Creature — Bird Soldier	2	2	Flying, Threshold	JUD	1077.4993337181	29884	Flying / Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+1 and has first strike.
Commander Eesha	{2}{W}{W}	4	W	Legendary Creature — Bird Soldier	2	4	Flying, Protection	JUD	1270.12083878739	15205	Flying, protection from creatures
Crude Rampart	{3}{W}	4	W	Creature — Wall	4	5	Defender, Morph	ONS	1075.87549195113	30036	Defender (This creature can't attack.) / Morph {4}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Daru Cavalier	{3}{W}	4	W	Creature — Human Soldier	2	2	First strike	ONS	1114.72674337128	31228	First strike / When this creature enters, you may search your library for a card named Daru Cavalier, reveal it, put it into your hand, then shuffle.
Daru Sanctifier	{3}{W}	4	W	Creature — Human Cleric	1	4	Morph	LGN	1077.45136352037	28207	Morph {1}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, destroy target enchantment.
Daru Stinger	{3}{W}	4	W	Creature — Soldier	1	1	Amplify	LGN	1106.95418702168	29448	Amplify 1 (As this creature enters, put a +1/+1 counter on it for each Soldier card you reveal in your hand.) / {T}: This creature deals damage equal to the number of +1/+1 counters on it to target attacking or blocking creature.
Daru Warchief	{2}{W}{W}	4	W	Creature — Human Soldier	1	1		SCG	1216.26936843587	8999	Soldier spells you cast cost {1} less to cast. / Soldier creatures you control get +1/+2.
Dawn Elemental	{W}{W}{W}{W}	4	W	Creature — Elemental	3	3	Flying	SCG	1076.81318297496	24527	Flying / Prevent all damage that would be dealt to this creature.
Defender of the Order	{3}{W}	4	W	Creature — Human Cleric	2	4	Morph	LGN	1063.04958558604	30093	Morph {W}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, creatures you control get +0/+2 until end of turn.
Dive Bomber	{3}{W}	4	W	Creature — Bird Soldier	2	2	Flying	ONS	1068.93830701946	30313	Flying / {T}, Sacrifice this creature: It deals 2 damage to target attacking or blocking creature.
Doubtless One	{3}{W}	4	W	Creature — Cleric Avatar	*	*		ONS	1067.70723114097	20953	Doubtless One's power and toughness are each equal to the number of Clerics on the battlefield. / Whenever this creature deals damage, you gain that much life.
Essence Sliver	{3}{W}	4	W	Creature — Sliver	3	3		LGN, SLD, TSB	1171.91497647338	8604	Whenever a Sliver deals damage, its controller gains that much life.
Graceful Antelope	{2}{W}{W}	4	W	Creature — Antelope	1	4	Landwalk, Plainswalk	ODY, PLST	1109.27801013166	26856	Plainswalk (This creature can't be blocked as long as defending player controls a Plains.) / Whenever this creature deals combat damage to a player, you may have target land become a Plains until this creature leaves the battlefield.
Gravel Slinger	{3}{W}	4	W	Creature — Human Soldier	1	3	Morph	ONS	1117.69764185517	30986	{T}: This creature deals 1 damage to target attacking or blocking creature. / Morph {1}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Liege of the Axe	{3}{W}	4	W	Creature — Human Soldier	2	3	Morph, Vigilance	LGN	1055.49001392375	31079	Vigilance / Morph {1}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) / When this creature is turned face up, untap it.
Luminous Guardian	{3}{W}	4	W	Creature — Human Nomad	1	4		ODY	1171.09367614904	30832	{W}: This creature gets +0/+1 until end of turn. / {2}: This creature can block an additional creature this turn.
Major Teroh	{3}{W}	4	W	Legendary Creature — Bird Soldier	2	3	Flying	TOR	1170.79959339129	23490	Flying / {3}{W}{W}, Sacrifice Major Teroh: Exile all black creatures.
Possessed Nomad	{2}{W}{W}	4	W	Creature — Human Nomad Horror	3	3	Threshold, Vigilance	TOR	1166.18335836377	31135	Vigilance / Threshold — As long as there are seven or more cards in your graveyard, this creature gets +1/+1, is black, and has "{2}{B}, {T}: Destroy target white creature."
Resilient Wanderer	{2}{W}{W}	4	W	Creature — Human Nomad	2	3	First strike	ODY	1169.45463923987	29911	First strike / Discard a card: This creature gains protection from the color of your choice until end of turn.
Teroh's Faithful	{3}{W}	4	W	Creature — Human Cleric	1	4		TOR, VMA	1149.05591721113	30531	When this creature enters, you gain 4 life.
Teroh's Vanguard	{3}{W}	4	W	Creature — Human Nomad	2	3	Flash, Threshold	TOR	1182.32586459507	31062	Flash / Threshold — As long as there are seven or more cards in your graveyard, this creature has "When this creature enters, creatures you control gain protection from black until end of turn."
Trap Digger	{3}{W}	4	W	Creature — Human Soldier	1	3		SCG	1123.38947600093	30720	{2}{W}, {T}: Put a trap counter on target land you control. / Sacrifice a land with a trap counter on it: This creature deals 3 damage to target attacking creature without flying.
Valor	{3}{W}	4	W	Creature — Incarnation	2	2	First strike	JUD, TSB	1172.0365361337	13826	First strike / As long as this card is in your graveyard and you control a Plains, creatures you control have first strike.
